,doi,Publication Date,Title,Authors,Abstract
24,10.20944/preprints202403.0381.v1,7 March 2024,Assessment of colistin heteroresistance among multidrug-resistant Klebsiella pneumoniae isolated from intensive care patients in Europe,"Anouk J. M. M. Braspenning, Sahaya Glingston Rajakani, Adwoa Sey, El Bounja Mariem, Christine Lammens, Youri Glupczynski, Surbhi Malhotra-Kumar","Heteroresistance (HR) to colistin is especially concerning in settings where multi-drug resistant (MDR) K. pneumoniae are prevalent and empiric use of colistin might lead to treatment failures. This study aimed to assess the frequency of occurrence of colistin HR (CHR) among (MDR) K. pneumoniae (n=676) isolated from patients hospitalized in 13 intensive care units (ICUs) in 6 European countries in a clinical trial assessing the impact of decolonization strategies. All isolates were whole-genome-sequenced and studied for in vitro colistin susceptibility. Majority were colistin-susceptible (CS) (n=597, MIC 2 µg/ml). 288 CS isolates were randomly selected for population analysis profiling (PAP) to assess CHR prevalence. CHR was detected in 108/288 CS K. pneumoniae. No significant association was found between the occurrence of CHR and country, MIC-value, K-antigen type and O-antigen type. Overall, 92% (618/671) of the K. pneumoniae were MDR with high prevalence among CS (540/592) and CR (98.7%, 78/79) isolates. In contrast, proportion of carbapenemase-producing K. pneumoniae (CP-Kpn) was higher among CR (72.2%, 57/79) than CS isolates (29.1%, 173/594). Proportions of MDR and CP-Kpn were similar among CHR (MDR: 85%, 91/107; CP-Kpn: 29.9%, 32/107) and CS isolates (MDR: 91%, 539/592; CP-Kpn: 29.1%, 153/59). WGS analysis of PAP isolates showed diverse insertion elements in mgrB or even among technical replicates underscoring the stochasticity of the CHR phenotype. CHR isolates showed high ST diversity (Simpson’s diversity index, SDI: 0.97, in 52 of the 85 STs tested). CR (SDI: 0.85) isolates were highly associated with specific STs (ST101, ST147, ST258/ST512, P ≤ 0.003). The widespread nature of CHR among MDR K. pneumoniae in our study urge the development of rapid HR detection methods to inform on the need for combination regimens."
25,10.20944/preprints202403.0412.v1,7 March 2024,Human Leukocyte Antigen-Allelic Variations May Influence the Age at Cancer Diagnosis in Lynch Syndrome,"Lutricia Ndou, Ramadhani Chambuso, Ziyaad Valley-Omar, George Rebello, Paul Goldberg, Adam Boutall, Ursula Algar, Raj Ramesar","Lynch syndrome (LS) is an inherited cancer predisposition disorder associated with an elevated risk of various epithelial cancers. Despite sharing the same pathogenic variant (PV), Lynch syn-drome variant heterozygotes (LSVH) exhibit considerable phenotypic variability in cancer risk. The role of Human Leukocyte Antigen (HLA) in modifying cancer risk prompted our investiga-tion into whether HLA variations act as genetic modifiers influencing age at cancer diagnosis in a unique cohort of LSVH carrying a PV in the hMLH1 gene in South Africa. Within our extensive LS cohort, 426 individuals carried the same hMLH1 PV (MLH1:c.1528C>T). We selected 100 indi-viduals with the greatest diversity in age at cancer diagnosis and the oldest unaffected individu-als for high-throughput HLA genotyping of 12 HLA class I and II loci using next-generation se-quencing. Statistical analyses employed Kaplan-Meier survival analyses with Logrank tests and Cox proportional hazards. Following the robust application of statistical correction methods, six HLA alleles (3.2%) were significantly associated with a young age at cancer diagnosis. Notably, HLA-B*15:17 and HLA-DPB1*55:01 correlated significantly with very young colorectal cancer (CRC) diagnosis (Mean age: 21y [17-25]; HR = 71.59; q"
26,10.20944/preprints202403.0351.v1,6 March 2024,Efficacy and Immunogenicity of rKVAC85B in a BCG Prime-Boost Regimen Against H37Rv and HN878 Tuberculosis Strains,"Eunkyung Shin, Jin-Seung Yun, Young-Ran Lee, Hye-Ran Cha, Soo-Min Kim, Sung-Jae Shin, Sang-Won Lee, Gyung Tae Chung, Dokeun Kim, Jung Sik Yoo, Jong-Seok Kim, Hye-Sook Jeong","Mycobacterium tuberculosis was responsible for 1.3 million deaths worldwide in 2022. Bacillus Calmette-Guérin (BCG) is the only licensed vaccine against tuberculosis (TB); however, it has limited protective efficacy in adults. In this study, we constructed a recombinant vaccinia virus expressing Ag85B from M. tuberculosis using a novel attenuated vaccinia virus (KVAC103). We then analyzed the immunogenicity of prime-boost inoculation strategies using recombinant KVAC103 expressing Ag85B (rKVAC85B) compared to BCG. In both the rKVAC85B prime-boost and the BCG prime-rKVAC85B boost inoculation regimens, rKVAC85B induced the generation of specific IgG and the secretion of IFN-γ by immune cells. In vitro analysis of Mycobacterium growth inhibition revealed a comparable immune-mediated pattern of outcomes. Furthermore, bacterial loads in the lungs were significantly lower in mice inoculated with the BCG prime-rKVAC85B boost, than in the BCG-only group following a rechallenge infection with both H37Rv and HN878 strains of M. tuberculosis. These findings collectively suggest that KVAC103, incorporated into a viral vector, is a promising candidate for a novel TB vaccine platform that is effective against multiple TB strains, including H37Rv and HN878, and that rKVAC85B effectively stimulates immune responses against TB infection."
27,10.20944/preprints202403.0282.v1,5 March 2024,Modeling Pandemic Vaccine with Saturated Incidence Rate Based on Disease Induced Death ,Odriozola Vazquez,"This paper presents a comprehensive analysis of the SEIRS COVID-19 pandemic model with saturated incidence rate. By modifying the existing model and proposing a new simplified version, we investigate the dynamics of disease transmission, including the impact of saturation terms on disease spread. Through stability analysis at disease-free and endemic equilibria, we aim to enhance understanding of the spread of COVID-19 and inform effective control strategies. Drawing on mathematical models and epidemiological insights, this study contributes to the ongoing efforts to combat the global pandemic."
28,10.20944/preprints202403.0269.v1,5 March 2024,Dynamics of the State of the Arterial Stiffness as a Possible Pathophysiological Factor of Unfavorable Long-Term Prognosis in Patients after Coronary Artery Bypass Grafting,"Alexey N Sumin, Anna V Shcheglova, Olga L. Barbarash","The aim of the study was to examine the long-term prognostic value of changes in cardio-ankle vascular index (CAVI) within a year after coronary artery bypass grafting (CABG). Methods. Patients with coronary artery disease (n = 251) in whom cardio-ankle vascular index (CAVI) was assessed using the VaSera VS-1000 device before and in a year after CABG. Groups with improved CAVI (CAVI decreased from pathological value to normal or the index remained within normal values) or worsened CAVI (persistent pathological index value or an increase in CAVI to pathological values or an increase of 1 unit or more) were identified. The groups were compared for the following events at 10-year follow-up: death from all causes, myocardial infarction, stroke/transient ischemic attack, and the combined endpoint. Results. A year after CABG surgery, 45% of patients showed positive dynamics or stable normal CAVI values. Death from all causes was significantly more common in the group with CAVI progression - 32 (27.6%) than in the group with CAVI improvement - 14 (14.8%; p = 0.029). Patients with CAVI progression were more likely to have MACE (death, MI, stroke/TIA) in 49 (42.2%) cases, compared with patients with CAVI improvement - in 23 (24.5%; p=0.008).Negative dynamics of CAVI (p = 0.024), number of shunts (p = 0.006), and the presence of carotid stenosis more than 30% (p = 0.051) were independent predictors of death from all causes at 10-year follow-up after CABG. The presence of carotid stenosis more than 30% (p = 0.002) and the group with negative dynamics of CAVI after a year (p = 0.008) were independent predictors of the development of the combined endpoint during long-term follow-up. Conclusions. Patients with negative dynamics of CAVI one year after CABG were more likely to experience death from all causes and combined endpoint in the long-term follow-up than patients with normal CAVI. In further studies, it is advisable to evaluate the dynamics of CAVI and, based on this, identify the most effective interventions to improve the prognosis of patients after CABG."
29,10.20944/preprints202403.0192.v1,5 March 2024,"Correlating Quantitative and Genomic SARS-CoV-2 Wastewater Data with Clinical Metrics in Metropolitan Perth, Western Australia","Jake Gazeley, Terence Lee, Daniel R Knight, Alexander Shivarev, Cameron Gordon, David Speers, Dylan D Barth, Jelena Maticevic, Meredith Hodge, Paul Armstrong, Paul Knight, Sandra Sjollema, Avram Levy","Wastewater-based epidemiology (WBE) has emerged as a key method for continuous monitoring of COVID-19 prevalence including circulating SARS-CoV-2 lineages. WBE addresses limitations of traditional clinical COVID-19 surveillance such as clinical test availability, fluctuating testing rates and increased reliance on rapid antigen tests. Our study in Perth, Western Australia, found a significant positive correlation between SARS-CoV-2 concentrations in wastewater and clinical PCR positivity rates (rs = 0.772; p < 0.001) over an 18-month period that included four successive COVID-19 waves. A strong positive correlation was apparent between the proportions of SARS-CoV-2 lineages in wastewater and clinical cases within the same region (rs = 0.728; p < 0.001), including earlier detection of Omicron and recombinant lineages in wastewater before clinical case confirmation. The successful integration of WBE with healthcare data underscores its critical role in enhancing public health decision-making and pandemic management. This approach not only demonstrates the value of WBE in current global health surveillance efforts but also highlights the potential of WBE to address future public health challenges, as a comprehensive disease monitoring and response approach."
30,10.20944/preprints202403.0239.v1,5 March 2024,JAKinhibs in Psoriatic Disease: Analysis of the Efficacy/Safety Profile in Daily Clinical Practice,"Francesco Bizzarri, Ricardo Ruiz-Villaverde, Pilar Morales-Garrido, Jose Carlos Ruiz Carrascosa, Marta Cebolla-Verdugo, Alvaro Prados-Carmona, Mar Rodriguez-Troncoso, Enrique Raya-Alvarez","Introduction. Psoriatic disease (PsD), encompassing psoriasis, psoriatic arthritis, inflammatory bowel disease, and uveitis, presents a significant burden due to its chronic and diverse inflammatory nature, affecting various clinical domains including skin, joints, and internal organs. Psoriasis, affecting up to 3% of the global population, not only poses physical challenges but also profoundly impacts patients' psychological well-being, ranking among the most debilitating chronic conditions. Furthermore, PsD exhibits a spectrum of manifestations ranging from skin lesions like plaque psoriasis to systemic complications such as cardiovascular comorbidities, necessitating comprehensive assessment and management strategies. The increasing understanding of the aetiopathogenic mechanisms of these immune-mediated diseases and of the proinflammatory intracellular signalling pathways involved in Psoriatic disease (PsD) has facilitated the identification and development of new small molecules capable of inhibiting JAK proteins, emerging as effective treatment options for rheumatic and dermatological manifestations JAK inhibitors act rapidly, within a few days, with a striking beneficial class effect on pain. The oral formulation they share makes them a well-tolerated class of drugs, with a clear advantage over FAME in terms of convenience of administration, improving therapeutic compliance.Material and method. This observational, retrospective study conducted in a single-centre dermatology-rheumatology consultation of a second-level hospital in Granada, Spain, focused on patients diagnosed with Psoriatic Arthritis (PsA) over the last two years, who initiated treatment with Tofacitinib or Upadacitinib due to DMARD failure, excluding those with major contraindications to JAK inhibitors.Results: This study analyzed data from 32 patients diagnosed with Psoriatic Arthritis (PsA), focusing on their demographics, disease characteristics, and treatment history. The majority of patients (75%) initiated treatment with Tofacitinib, while the remainder started with Upadacitinib. The mean age of the patients differed between the two treatment groups. All patients met the CASPAR criteria for PsA diagnosis, with predominantly peripheral joint involvement. The average time from PsA diagnosis to initiation of JAKinhib treatment was 6.5 years, slightly longer for Upadacitinib users. Most patients presented with cutaneous psoriasis, and a minority exhibited radiographic erosions. Before JAKinhib therapy, all patients had previously received DMARDs. A subset of patients received concomitant DMARD therapy, predominantly methotrexate. Additionally, a proportion of patients were on low-dose corticosteroids. Baseline CRP and ESR levels were indicative of systemic inflammation. Disease activity measures at baseline indicated moderate disease activity, with a substantial proportion of patients having mild psoriasis involvement. Upadacitinib recipients with psoriasis primarily exhibited mild involvement. This study provides valuable insights into the characteristics and treatment patterns of PsA patients initiating JAKinhib therapy.Discusion. In this study, the efficacy, safety, and real-world outcomes of Janus kinase inhibitors (JAKinhibs) in the treatment of Psoriatic Arthritis (PsA) were assessed and compared with findings from pivotal randomized controlled trials (RCTs). Both Tofacitinib and Upadacitinib demonstrated significant efficacy in PsA patients refractory to DMARDs and TNF inhibitors, with rapid improvement in joint and skin activity indices. Although patients in this cohort exhibited younger age, higher female prevalence, and shorter disease duration compared to those in RCTs, treatment responses were comparable or even superior. Notably, despite fewer concurrent DMARDs and a higher proportion of patients receiving monotherapy, JAKinhibs maintained a favorable safety profile, with a low frequency of mild adverse events leading to treatment discontinuation. These findings emphasize the robust efficacy and tolerability of JAKinhibs in real-world clinical settings, supporting their role as effective therapeutic options for PsA patients."
31,10.20944/preprints202403.0126.v1,5 March 2024,SkinLiTE: Lightweight Supervised Contrastive Learning Model for Enhanced Skin Lesion Detection and Disease Typification in Dermoscopic Images,Salha M. Alzahrani,"This study introduces SkinLiTE, a lightweight supervised contrastive learning model, tailored to enhance the detection and typification of skin lesions in dermoscopic images. The core of SkinLiTE lies in its unique integration of supervised and contrastive learning approaches, which leverages labeled data to learn generalizable representations. This approach is particularly adept at handling the complexities and imbalances inherent in skin lesions datasets. The methodology encompasses a two-phase learning process. In the first phase, SkinLiTE utilizes an encoder network and a projection head to transform and project dermoscopic images into a feature space where contrastive loss is applied, focusing on minimizing intra-class variations while maximizing inter-class differences. The second phase freezes the encoder's weights, leveraging the learned representations for classification through a series of dense and dropout layers. The model was evaluated using three datasets from Skin Cancer ISIC 2019-2020, covering a wide range of skin conditions. SkinLiTE demonstrated superior performance across various metrics—accuracy, AUC , and F1 score—particularly when compared with traditional supervised learning models. Notably, SkinLiTE achieved an accuracy of 0.9087 using AugMix augmentation for binary classification of skin lesions. It also showed comparable results with the state-of-the-art approaches of ISIC challenge without relying on external data, underscoring its efficacy and efficiency. The results highlight the potential of SkinLiTE as a significant step forward in the field of dermatological AI, offering a robust, efficient, and accurate tool for skin lesion detection and classification. Its lightweight architecture and ability to handle imbalanced datasets make it particularly suited for integration into Internet of Medical Things environments, paving the way for enhanced remote patient monitoring and diagnostic capabilities. This research contributes to the evolving landscape of AI in healthcare, demonstrating the impact of innovative learning methodologies in medical image analysis."
32,10.20944/preprints202403.0166.v1,4 March 2024, Infectious Diseases and Secondary Antibody Deficiency in Patients from a Mesoregion of São Paulo State ,"Luiz Euribel Prestes-Carneiro, Paula Andreia Martins Carrilho, Danimelle Francisco Honorato de Barros Torelli, Jose Antonio Nascimento Bressa, Ana Carolina Gomes Parizi, Pedro Henrique Meirelles Vieira, Fernanda Miranda Caliani Sa, Mauricio Domingues Ferreira",
33,10.20944/preprints202403.0139.v1,4 March 2024,Cross Talk between Gut Microbiota and Immune System: From Pathophysiology to Potential Therapeutic Interventions in Inflammatory Bowel Disease,"Elisabetta Bretto, Gian Paolo Caviglia, Giorgio Maria Saracco, Elisabetta Bugianesi, Davide Giuseppe Ribaldone","Inflammatory bowel disease (IBD), a heterogeneous group of recurring inflammatory condi-tions of the digestive system that encompass both ulcerative colitis (UC) and Crohn’s disease (CD), pose a significant public health challenge, currently lacking a definitive cure. The specif-ic etiopathogenesis of IBD is not yet fully understood, but a multifactorial interplay of genetic and environmental factors is suspected. A growing body of evidence supports the involve-ment of intestinal dysbiosis in the development of IBD, including the effects of dysbiosis on the integrity of the intestinal epithelial barrier, modulation of the host immune system, alter-ations in the enteric nervous system, and the perpetuation of chronic inflammation. A com-prehensive understanding of these mechanisms is important to define preventive measures, to develop new effective and lasting treatments and to improve disease outcome. This review examines the complex tri-directional relationship between gut microbiota, mucosal immune system, and intestinal epithelium in IBD. In addition, nonpharmacological and behavioral strategies aimed at restoring a proper microbial-immune relationship will be suggested."
34,10.20944/preprints202401.2149.v2,4 March 2024,Nicotinic Acetylcholine Receptors in Glial Cells as Molecular Target for Parkinson’s Disease,"Érica Novaes Soares, Ana Carla dos Santos Costa, Gabriel de Jesus Ferrolho, Rodrigo Portes Ureshino, Bruk Getachew, Silvia Lima Costa, Victor Diogenes  Amaral Da Silva, Yousef Tizabi",
35,10.20944/preprints202403.0030.v1,4 March 2024,The Role of Cytokines in the Pathogenesis and Treatment of Alcoholic Liver Disease,"Giuseppe Guido Maria Scarlata, Carmen Colaci, Marialaura Scarcella, Marcello Dallio, Alessandro Federico, Luigi Boccuto, Ludovico Abenavoli","Alcoholic liver disease (ALD) is a major cause of chronic liver disease. This term covers a broad spectrum of liver lesions, from simple steatosis to alcoholic hepatitis and cirrhosis. The patho-genesis of ALD is multifactorial and not fully elucidated due to complex mechanisms related to direct ethanol toxicity with subsequent hepatic and systemic inflammation. The accumulation of pro-inflammatory cytokines and the reduction of anti-inflammatory cytokines promote the development and progression of ALD. To date, there are no targeted therapies to counteract disease progression and prevent acute liver failure. Corticosteroids reduce mortality by acting on the hepatic-systemic inflammation. On the other hand, several studies analyzed the effect of the inhibition of pro-inflammatory cytokines and the stimulation of anti-inflammatory cytokines as potential therapeutic targets in ALD. This narrative review aims to clarify the role of the cy-tokines in the pathogenesis and treatment of ALD."
36,10.20944/preprints202402.1754.v1,29 February 2024,The Sda Carbohydrate Antigen and Its Biosynthetic Enzyme B4GALNT2 in Health and Disease.,"Martina Duca, Nadia Malagolini, Fabio Dall’Olio","The carbohydrate antigen Sda is expressed on cells and secretions of the vast majority of Caucasians. The epitope is formed by a terminal GalNAc residue β4-linked to a α3-sialylated galactose. Different carbohydrate chains N- or O-linked to glycoproteins can be terminated by this epitope. The final step of Sda biosynthesis is catalyzed by the GalNAc transferase B4GALNT2. In this review, we will discuss the multifaceted aspects of B4GALNT2/Sda biology. In particular, we will see its implications in fertility and pregnancy, in susceptibility to infectious diseases, in chronic kidney diseases and in Duchene muscular dystrophy. In particular, we will show its regulation and prognostic implications in cancer."
37,10.20944/preprints202402.1720.v1,29 February 2024,Lymph-Nodal Oligometastases from Prostate Cancer: Different Outcomes and Pattern of Relapse between Pelvic and Para-Aortic Disease,"Edoardo Pastorello, Luca Nicosia, Luca Triggiani, Francesco Frassine, Paola Vitali, Emiliano Salah El Din El Tantawy, Valeria Santoro, Michele Rigo, Simona Gaito, Renzo Mazzarotto, Michela Buglione di Monale e Bastia, Filippo Alongi","Introduction: Lymph-nodal prostate cancer oligometastases are differently treated according to their site: pelvic are locoregional lymph-nodes, instead para-aortic lymph-nodes are considered as distant metastases. Aim of the study was a comparison between para-aortic and pelvic oligometastases treated with stereotactic body radiation therapy (SBRT). Material/methods: This is a retrospective analysis. De-novo metastatic or extra-nodal disease were excluded. Univariate and multivariate analyses were performed; pattern of recurrence was evaluated too. A propensity score matching (PSM) was applied to create comparable cohorts. Primary end-point was the progression-free survival (PFS). Secondary end-points were biochemical relapse-free survival (BRFS), ADT-free survival (ADTFS), polymetastases-free survival (PMFS), local progression-free survival (LPFS) and pattern of relapse.Results: 240 lymph-nodal oligometastases in 164 patients (127 pelvic and 37 para-aortic) were treated. Median PFS was 20 and 11 months in pelvic and para-aortic patients respectively (p=0.042). The difference was not confirmed at the multivariate analysis (p=0.06). Median BRFS was 16 and 9 months respectively in pelvic and para-aortic group (p=0.07). No statistically significant differences for ADTFS or PMFS were detected. The cumulative 5-years LPFS was 90.5%. At PSM no statistically significant differences for all the study end-points were detected. Conclusions: Patients affected by para-aortic disease might have PFS comparable to pelvic disease; local control is high in both cohorts. Our results support the use of SBRT also to para-aortic metastases."
38,10.20944/preprints202402.1721.v1,29 February 2024,Familial Alzheimer’s Disease Neurons Bearing Mutations in PSEN1 Display Increased Calcium Responses to AMPA as an Early Calcium Dysregulation Phenotype,"Helena Targa Dias Anastacio, Natalie Matosin, Lezanne Ooi","Familial Alzheimer’s disease (FAD) can be caused by mutations in PSEN1 that encodes presenilin-1, a component of the gamma-secretase complex that cleaves amyloid precursor protein. Alterations in calcium (Ca2+) homeostasis and glutamate signaling are implicated in the pathogenesis of FAD, however it has been difficult to assess in humans whether or not these phenotypes are the result of amyloid or tau pathology. This study aimed to assess early calcium and glutamate phenotypes of FAD by measuring the Ca2+ response of induced pluripotent stem cell (iPSC)-derived neurons bearing PSEN1 mutations to glutamate and the ionotropic glutamate receptor agonists NMDA, AMPA and kainate compared to isogenic control and healthy lines. The data shows that in early neurons, even in the absence of amyloid and tau phenotypes, FAD neurons exhibit increased Ca2+ responses to glutamate and AMPA, but not NMDA or kainate. Together this suggests that PSEN1 mutations alter Ca2+ and glutamate signaling as an early phenotype of FAD."
39,10.20944/preprints202402.1734.v1,29 February 2024,Synergistic Approaches in Neurodegenerative Therapeutics: Multi-Target Drug Innovative Interventions for Alzheimer’s Disease,"Sarfaraz K. Niazi, Matthias Magoola, Zamara Mariam","Alzheimer's disease (AD) remains a significant challenge in the field of neurodegenerative disor-ders, even nearly a century after its discovery, due to the elusive nature of its causes. The develop-ment of drugs that target multiple aspects of the disease has emerged as a promising strategy to address the complexities of AD and related conditions. The immune system's role, particularly in AD, has gained considerable interest, with nanobodies representing a new frontier in biomedical research. Advances in targeting antibodies against amyloid-β (Aβ) and using messenger RNA for genetic translation have revolutionized the production of antibodies and drug development, open-ing new possibilities for treatment. Despite these advancements, conventional treatments for AD, such as Cognex, Exelon, Razadyne, and Aricept, often have limited long-term effectiveness, under-scoring the need for innovative solutions. This necessity has led to the incorporating of advanced technologies like artificial intelligence and machine learning into the drug discovery process for neurodegenerative diseases. These technologies help identify therapeutic targets and optimize lead compounds, offering a more effective approach to addressing the challenges of AD and similar conditions."
40,10.20944/preprints202402.1647.v1,29 February 2024,Study on the Mechanical and Aging Properties of an Antibacterial Composite Resin Loaded with Fluoride‐Doped Nano‐Zirconia Fillers,"Liyuan Zheng, Yi Zhang, Yuming Bai, Qianju Wu","Preventing the occurrence of secondary caries serves as one of the significant issues in dental clinic, thus make it indispensable to improving the properties of conventional composite resin (CR) by developing a novel CR. In present study, two groups of experimental CRs loaded with different contents of fluoride-doped nano-zirconia fillers (25 wt% and 50 wt%) were fabricated. The surface topography, mechanical performance, fluoride release, antibacterial effect, aging property and cytotoxicity of the experimental CRs were evaluated subsequently. A uniform distribution of the F-zirconia fillers over the whole surface of resin matrix could be observed. The experimental CRs showed continuous fluoride release within 28 days, which was positively correlated with the content of F-zirconia fillers. Moreover, the amount of fluoride release increased in the acidic buffer. Addition of F-zirconia fillers could improve the color stability, wear resistance and microhardness of the experimental CRs, without reducing the flexure strength. Furtherly, the fluoride ions released continuously from the experimental CRs resulted in effective contact and antibacterial properties, while they showed no cytotoxicity. As a consequence, considerations can be made to employ this new kind of composite resin loaded with fluoride-doped nano-zirconia fillers to meet clinical requirements when the antimicrobial benefits are desired."
41,10.20944/preprints202402.1615.v1,28 February 2024,Novel Biomarkers in Evaluating Cardiac Function in Patients on Hemodialysis – a Pilot Prospective Observational Cohort Study,"Lazar A. Chisavu, Viviana M. Ivan, Adelina Mihaescu, Flavia Chisavu, Oana Schiller, Luciana Marc, Flaviu Bob, Adalbert Schiller","Chronic kidney disease patients treated by hemodialysis present a high cardio-vascular morbidity and mortality. There is an imperative need for novel biomarkers in identifying and to offer possible therapeutically intervention in these patients. We performed a prospective observational cohort study on 77 patients in the period October 2021 – October 2023. We measured serum plasma levels of Interleukin 1-Beta, Galectin 3, human suppression of tumorigenicity factor 2, bone morphogenetic protein 2 and fibroblastic growth factor 23 at the inclusion. We evaluated the correlations of these biomarkers with cardiac function and structure evaluated by echocardiography. Mean age was 61.02 (±11.81) years, 45 (56.2%) males and with a dialysis vintage of 4.95 (2.4-7.8) years. Median ejection fraction was 51 (43-54 %) and more than two thirds of the patients presented valvular calcifications. Overall mortality was 22%. Interleukin 1-Beta correlated positively with ejection fraction and global longitudinal strain and negatively with left atrium diameter and left ventricle tele systolic diameter. Galectin 3 values negatively correlated with aortic valve fibrosis and mitral valve calcifications and human suppression tumorigenity factor 2 negatively correlated with mitral valve calcifications. Some of these novel biomarkers could be used to better asses the cardio-vascular disease in patients on maintenance hemodialysis."
42,10.20944/preprints202402.1614.v1,28 February 2024,,Wan-Chung Hu,
43,10.20944/preprints202402.1623.v1,28 February 2024,Prevalence of Type 1 and 2 Diabetes among Chronic Kidney Disease Patients and Laboratorial Differences between Them,"Abdullah Shyah, Ahmad Almouselli, Taghreed Hmoud",
44,10.20944/preprints202402.1609.v1,28 February 2024,"Epidemiological and Genetic Characterization of Coxsackievirus A6–associated Hand, Foot, and Mouth Disease in Gwangju, South Korea, in 2022","Ji-eun Lee, Minji Kim, Mihyeon Lim, Sueji Han, Jinyeong Kim, Soohoo Kim, Yiduen Ha, Gyungli Gang, Yoon-Seok Chung, Jungmi Seo","Coxsackievirus A6 (CV-A6) has emerged as the predominant causative agent of hand, foot, and mouth disease (HFMD) in young children. Since the declaration of coronavirus disease 2019 (COVID-19) as a global pandemic, the incidence of infectious diseases, including HFMD, has decreased markedly. When social mitigation was relaxed during the COVID-19 pandemic in 2022, re-emergence of HFMD was observed in Gwangju, South Korea, and seasonal characteristics of the disease appeared to have changed. To investigate the molecular characteristics of enterovirus (EV) associated with HFMD during 2022, 277 specimens were collected. Children aged under 5 years accounted for the majority of affected individuals. EV detection and genotyping were performed using real-time RT-PCR and nested RT-PCR followed by sequence analysis. EV detection rate was found to be 82.3%, and the main genotype identified was CV-A6. Sixteen CV-A6 samples were selected for whole genome sequencing. According to phylogenetic analysis, all CV-A6 strains from this study belonged to the sub-genotype D3 clade based on VP1 sequences. Analysis of 3D polymerase phylogeny showed that only the recombinant RF-A group was identified. In conclusion, circulating EV types should be continuously monitored to understand pathogen emergence and evolution during the post-pandemic era."
45,10.20944/preprints202402.1613.v1,28 February 2024,Aluminum Adjuvants and Childhood Disease Prevalence,Kamal Mokeddem,
46,10.20944/preprints202402.1555.v1,27 February 2024,Size-Dependent Disease Resistance Enhancement of Hollow Mesoporous Silica Nanoparticles in Cowpea Plant Involved in Salicylic Acid Mediated Systemic Acquired Resistance for Fusarium Wilt Control,"Chaopu Ding, Yunfei Zhang, Chongbin Chen, Junfang Wang, Mingda Qin, Yu Gu, Shujing Zhang, Lanying Wang, Yanping Luo","In agriculture, soil-borne fungal pathogens, especially Fusarium oxysporum strains, are posing a serious threat to efforts to achieve global food security. In the search for safer agrochemicals, silica nanoparticles (SiO2NPs) have recently been proposed as a new tool to alleviate pathogen damage including Fusarium wilt. Hollow mesoporous silica nanoparticles (HMSNs), a unique class of SiO2NPs, have been widely accepted as a desired pesticide carrier. However, their role in enhancing the disease resistance and the specific mechanism remain unknown. In this study, three sizes of HMSNs (19, 96 and 406 nm as HMSNs–19, HMSNs–96 and HMSNs–406, respectively) were synthesized and characterized to determine their effects on seed germination, seedling growth, and Fusarium oxysporum f. sp. phaseolus (FOP) suppression in cowpea roots by foliar spray using phenotypes, fresh biomass and disease progression as indicators. The results revealed that three HMSNs exhibited no adverse impacts on seed germination and tended to improve plant growth. Also, they exert their FOP suppression with a size- and concentration-dependent manner. HMSNs–406 possessed the best control effect at a concentration of 1000 mg/L showing an upto 40.00% decline in the disease severity. The Si(OH)4 control was also effective on FOP suppression at a lower concentration of 100 mg/L, whereas its higher concentrations exhibited obviously adverse impacts on FOP control, seed germination and plant growth. Moreover, we conformed that HMSNs posed their Fusarium wilt suppression in cowpea plant by activating SA (salicylic acid)-dependent SAR (systemic acquired resistance) responses rather than directly suppressing FOP. A higher level of SA content and elevated expression of its maker genes of PR-1 and PR-5 in HMSNs–406 treated cowpea roots provided substantial evidences of this mode of action. Other resistance-related genes, as well as defense-responsive enzymes, were also involved in the HMSNs-activated SAR pathway. Overall, for the first time, our results extended a new role of HMSNs as a potent elicitor to serve as a versatile alternative for plant disease protection of low cost, highly efficiency and sustainability."
